Customer ID,Category,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date,Year_x,Month,Weekday,Payment Method Encoded,Location Encoded,Cat_Fitness,Cat_Food,Cat_Friend Activities,Cat_Gifts,Cat_Groceries,Cat_Hobbies,Cat_Housing and Utilities,Cat_Medical/Dental,Cat_Personal Hygiene,Cat_Shopping,Cat_Subscriptions,Cat_Transportation,Cat_Travel,Country,Expenditure_Per_Capita,Year_y,Spending_Difference
CUST_0010,Housing and Utilities,Electricity Bill,1,120.33,120.33,Cash,Online,2023-12-31,2023,12,Sunday,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,United States,43931,2021,-43810.67
CUST_0174,Groceries,Fruits,3,6.4,19.2,Debit Card,In-store,2024-10-15,2024,10,Tuesday,2,0,False,False,False,False,True,False,False,False,False,False,False,False,False,United States,43931,2021,-43911.8
CUST_0123,Personal Hygiene,Soap,2,5.76,11.53,Cash,Mobile App,2023-12-07,2023,12,Thursday,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,United States,43931,2021,-43919.47
CUST_0133,Friend Activities,Concert Tickets,1,141.55,141.55,Debit Card,Online,2023-01-23,2023,1,Monday,2,2,False,False,True,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43789.45
CUST_0023,Groceries,Bread,5,2.41,12.03,Digital Wallet,Online,2023-05-24,2023,5,Wednesday,3,2,False,False,False,False,True,False,False,False,False,False,False,False,False,United States,43931,2021,-43918.97
CUST_0023,Personal Hygiene,Toothpaste,3,3.94,11.82,Digital Wallet,Online,2023-09-26,2023,9,Tuesday,3,2,False,False,False,False,False,False,False,False,True,False,False,False,False,United States,43931,2021,-43919.18
CUST_0083,Shopping,Car,4,28129.63,112518.54,Credit Card,Mobile App,2023-10-28,2023,10,Saturday,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,United States,43931,2021,68587.54
CUST_0106,Shopping,Shoes,5,138.17,690.84,Debit Card,Online,2024-09-07,2024,9,Saturday,2,2,False,False,False,False,False,False,False,False,False,True,False,False,False,United States,43931,2021,-43240.16
CUST_0116,Hobbies,Books,4,47.96,191.84,Cash,In-store,2023-09-15,2023,9,Friday,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,United States,43931,2021,-43739.16
CUST_0140,Personal Hygiene,Soap,4,7.84,31.34,Cash,In-store,2024-02-17,2024,2,Saturday,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,United States,43931,2021,-43899.66
CUST_0125,Transportation,Public Transit,1,6.57,6.57,Cash,Mobile App,2024-05-13,2024,5,Monday,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,United States,43931,2021,-43924.43
CUST_0047,Food,Coffee,2,5.45,10.9,Debit Card,Online,2024-01-09,2024,1,Tuesday,2,2,False,True,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43920.1
CUST_0086,Hobbies,Video Games,1,53.43,53.43,Cash,Online,2024-06-02,2024,6,Sunday,0,2,False,False,False,False,False,True,False,False,False,False,False,False,False,United States,43931,2021,-43877.57
CUST_0003,Shopping,Car,1,56078.04,56078.04,Cash,Online,2024-11-19,2024,11,Tuesday,0,2,False,False,False,False,False,False,False,False,False,True,False,False,False,United States,43931,2021,12147.04
CUST_0074,Personal Hygiene,Skin Care Products,2,583.42,1166.84,Credit Card,Mobile App,2023-01-23,2023,1,Monday,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,United States,43931,2021,-42764.16
CUST_0098,Medical/Dental,Dentist Visit,1,328.98,328.98,Digital Wallet,Online,2024-05-08,2024,5,Wednesday,3,2,False,False,False,False,False,False,False,True,False,False,False,False,False,United States,43931,2021,-43602.02
CUST_0162,Food,Fast Food,5,16.76,83.78,Debit Card,In-store,2024-09-13,2024,9,Friday,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43847.22
CUST_0168,Shopping,Clothes,4,79.86,319.43,Cash,Online,2024-07-05,2024,7,Friday,0,2,False,False,False,False,False,False,False,False,False,True,False,False,False,United States,43931,2021,-43611.57
CUST_0182,Housing and Utilities,Water Bill,1,42.21,42.21,Debit Card,In-store,2023-05-09,2023,5,Tuesday,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,United States,43931,2021,-43888.79
CUST_0138,Transportation,Public Transit,1,6.22,6.22,Cash,Mobile App,2023-06-20,2023,6,Tuesday,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,United States,43931,2021,-43924.78
CUST_0186,Groceries,Chicken,2,10.51,21.02,Credit Card,In-store,2024-07-23,2024,7,Tuesday,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,United States,43931,2021,-43909.98
CUST_0149,Fitness,Workout Equipment,3,121.28,363.83,Debit Card,Mobile App,2023-06-15,2023,6,Thursday,2,1,True,False,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43567.17
CUST_0195,Housing and Utilities,Water Bill,1,70.86,70.86,Credit Card,In-store,2024-06-02,2024,6,Sunday,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,United States,43931,2021,-43860.14
CUST_0174,Gifts,Jewelry,1,96.51,96.51,Digital Wallet,Online,2023-06-20,2023,6,Tuesday,3,2,False,False,False,True,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43834.49
CUST_0122,Food,Fast Food,3,17.42,52.26,Cash,In-store,2023-03-16,2023,3,Thursday,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43878.74
CUST_0069,Food,Fast Food,4,14.95,59.79,Credit Card,In-store,2024-08-19,2024,8,Monday,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43871.21
CUST_0145,Groceries,Bread,2,3.41,6.82,Debit Card,Online,2023-08-24,2023,8,Thursday,2,2,False,False,False,False,True,False,False,False,False,False,False,False,False,United States,43931,2021,-43924.18
CUST_0104,Fitness,Yoga Class,1,26.71,26.71,Cash,Mobile App,2024-11-01,2024,11,Friday,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43904.29
CUST_0015,Groceries,Milk,5,1.44,7.19,Digital Wallet,Mobile App,2024-09-30,2024,9,Monday,3,1,False,False,False,False,True,False,False,False,False,False,False,False,False,United States,43931,2021,-43923.81
CUST_0166,Travel,Plane Ticket,1,732.02,732.02,Debit Card,In-store,2024-06-02,2024,6,Sunday,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True,United States,43931,2021,-43198.98
CUST_0143,Fitness,Yoga Class,5,23.32,116.61,Credit Card,In-store,2024-04-11,2024,4,Thursday,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43814.39
CUST_0030,Housing and Utilities,Gas Bill,1,68.09,68.09,Debit Card,In-store,2025-01-08,2025,1,Wednesday,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,United States,43931,2021,-43862.91
CUST_0098,Personal Hygiene,Soap,4,2.85,11.4,Debit Card,In-store,2023-01-05,2023,1,Thursday,2,0,False,False,False,False,False,False,False,False,True,False,False,False,False,United States,43931,2021,-43919.6
CUST_0082,Transportation,Gas,1,55.47,55.47,Cash,In-store,2023-11-26,2023,11,Sunday,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,United States,43931,2021,-43875.53
CUST_0120,Subscriptions,Streaming Service,1,9.64,9.64,Credit Card,Online,2025-01-11,2025,1,Saturday,1,2,False,False,False,False,False,False,False,False,False,False,True,False,False,United States,43931,2021,-43921.36
CUST_0128,Housing and Utilities,Electricity Bill,1,178.73,178.73,Digital Wallet,Online,2024-07-21,2024,7,Sunday,3,2,False,False,False,False,False,False,True,False,False,False,False,False,False,United States,43931,2021,-43752.27
CUST_0085,Hobbies,Art Supplies,2,94.81,189.62,Debit Card,In-store,2023-05-22,2023,5,Monday,2,0,False,False,False,False,False,True,False,False,False,False,False,False,False,United States,43931,2021,-43741.38
CUST_0126,Hobbies,Books,5,9.22,46.09,Credit Card,Online,2023-08-07,2023,8,Monday,1,2,False,False,False,False,False,True,False,False,False,False,False,False,False,United States,43931,2021,-43884.91
CUST_0032,Medical/Dental,Dentist Visit,1,383.31,383.31,Credit Card,Mobile App,2024-01-15,2024,1,Monday,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,United States,43931,2021,-43547.69
CUST_0057,Hobbies,Art Supplies,2,92.24,184.48,Debit Card,Online,2024-12-08,2024,12,Sunday,2,2,False,False,False,False,False,True,False,False,False,False,False,False,False,United States,43931,2021,-43746.52
CUST_0107,Housing and Utilities,Water Bill,1,21.95,21.95,Debit Card,In-store,2023-09-12,2023,9,Tuesday,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,United States,43931,2021,-43909.05
CUST_0127,Groceries,Milk,2,2.94,5.87,Digital Wallet,In-store,2023-04-09,2023,4,Sunday,3,0,False,False,False,False,True,False,False,False,False,False,False,False,False,United States,43931,2021,-43925.13
CUST_0119,Shopping,Electronics,2,1240.86,2481.71,Credit Card,Mobile App,2024-09-20,2024,9,Friday,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,United States,43931,2021,-41449.29
CUST_0063,Housing and Utilities,Gas Bill,1,85.94,85.94,Debit Card,In-store,2023-03-17,2023,3,Friday,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,United States,43931,2021,-43845.06
CUST_0034,Transportation,Car Repair,1,582.69,582.69,Digital Wallet,Mobile App,2024-09-07,2024,9,Saturday,3,1,False,False,False,False,False,False,False,False,False,False,False,True,False,United States,43931,2021,-43348.31
CUST_0143,Medical/Dental,Doctor Visit,1,64.22,64.22,Credit Card,In-store,2024-09-15,2024,9,Sunday,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,United States,43931,2021,-43866.78
CUST_0117,Groceries,Snacks,4,8.94,35.77,Credit Card,In-store,2024-05-25,2024,5,Saturday,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,United States,43931,2021,-43895.23
CUST_0107,Subscriptions,Streaming Service,1,18.19,18.19,Debit Card,Online,2024-07-27,2024,7,Saturday,2,2,False,False,False,False,False,False,False,False,False,False,True,False,False,United States,43931,2021,-43912.81
CUST_0085,Food,Coffee,5,5.22,26.1,Cash,Mobile App,2024-04-02,2024,4,Tuesday,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43904.9
CUST_0007,Medical/Dental,Doctor Visit,1,57.33,57.33,Digital Wallet,Mobile App,2024-04-21,2024,4,Sunday,3,1,False,False,False,False,False,False,False,True,False,False,False,False,False,United States,43931,2021,-43873.67
CUST_0144,Housing and Utilities,Gas Bill,1,195.47,195.47,Digital Wallet,Mobile App,2023-11-28,2023,11,Tuesday,3,1,False,False,False,False,False,False,True,False,False,False,False,False,False,United States,43931,2021,-43735.53
CUST_0137,Travel,Plane Ticket,1,444.54,444.54,Credit Card,Online,2024-01-22,2024,1,Monday,1,2,False,False,False,False,False,False,False,False,False,False,False,False,True,United States,43931,2021,-43486.46
CUST_0039,Food,Coffee,1,6.81,6.81,Digital Wallet,Mobile App,2023-08-28,2023,8,Monday,3,1,False,True,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43924.19
CUST_0197,Food,Fast Food,1,10.82,10.82,Credit Card,In-store,2023-08-08,2023,8,Tuesday,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43920.18
CUST_0173,Transportation,Public Transit,1,9.47,9.47,Credit Card,Mobile App,2023-06-07,2023,6,Wednesday,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,United States,43931,2021,-43921.53
CUST_0139,Personal Hygiene,Soap,5,6.09,30.45,Credit Card,Online,2023-03-03,2023,3,Friday,1,2,False,False,False,False,False,False,False,False,True,False,False,False,False,United States,43931,2021,-43900.55
CUST_0123,Personal Hygiene,Shampoo,1,5.62,5.62,Debit Card,Online,2024-07-10,2024,7,Wednesday,2,2,False,False,False,False,False,False,False,False,True,False,False,False,False,United States,43931,2021,-43925.38
CUST_0125,Travel,Plane Ticket,1,1159.21,1159.21,Cash,In-store,2023-07-16,2023,7,Sunday,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,United States,43931,2021,-42771.79
CUST_0173,Housing and Utilities,Gas Bill,1,64.48,64.48,Cash,Mobile App,2023-11-03,2023,11,Friday,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,United States,43931,2021,-43866.52
CUST_0127,Housing and Utilities,Water Bill,1,21.78,21.78,Debit Card,Online,2023-05-11,2023,5,Thursday,2,2,False,False,False,False,False,False,True,False,False,False,False,False,False,United States,43931,2021,-43909.22
CUST_0127,Groceries,Milk,4,4.59,18.35,Credit Card,In-store,2024-01-04,2024,1,Thursday,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,United States,43931,2021,-43912.65
CUST_0031,Subscriptions,Magazine,1,12.24,12.24,Credit Card,Online,2023-05-24,2023,5,Wednesday,1,2,False,False,False,False,False,False,False,False,False,False,True,False,False,United States,43931,2021,-43918.76
CUST_0149,Housing and Utilities,Rent,1,5572.76,5572.76,Credit Card,In-store,2023-08-29,2023,8,Tuesday,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,United States,43931,2021,-38358.24
CUST_0111,Gifts,Jewelry,4,423.31,1693.25,Cash,In-store,2024-11-27,2024,11,Wednesday,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,United States,43931,2021,-42237.75
CUST_0170,Gifts,Gift Cards,5,63.41,317.04,Digital Wallet,In-store,2023-05-07,2023,5,Sunday,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43613.96
CUST_0158,Housing and Utilities,Electricity Bill,1,173.7,173.7,Credit Card,In-store,2023-10-25,2023,10,Wednesday,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,United States,43931,2021,-43757.3
CUST_0044,Fitness,Personal Trainer,1,161.97,161.97,Debit Card,In-store,2023-11-07,2023,11,Tuesday,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43769.03
CUST_0162,Transportation,Public Transit,1,9.11,9.11,Cash,Online,2023-12-05,2023,12,Tuesday,0,2,False,False,False,False,False,False,False,False,False,False,False,True,False,United States,43931,2021,-43921.89
CUST_0013,Shopping,Clothes,1,49.74,49.74,Debit Card,In-store,2024-08-24,2024,8,Saturday,2,0,False,False,False,False,False,False,False,False,False,True,False,False,False,United States,43931,2021,-43881.26
CUST_0130,Travel,Hotel Stay,1,565.01,565.01,Cash,Mobile App,2023-07-04,2023,7,Tuesday,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,United States,43931,2021,-43365.99
CUST_0163,Subscriptions,Magazine,1,6.2,6.2,Credit Card,In-store,2023-12-15,2023,12,Friday,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,United States,43931,2021,-43924.8
CUST_0154,Gifts,Jewelry,5,428.78,2143.88,Digital Wallet,Mobile App,2023-01-13,2023,1,Friday,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,United States,43931,2021,-41787.12
CUST_0185,Medical/Dental,Doctor Visit,1,459.4,459.4,Debit Card,Mobile App,2023-12-15,2023,12,Friday,2,1,False,False,False,False,False,False,False,True,False,False,False,False,False,United States,43931,2021,-43471.6
CUST_0191,Medical/Dental,Doctor Visit,1,924.95,924.95,Cash,In-store,2024-11-23,2024,11,Saturday,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,United States,43931,2021,-43006.05
CUST_0126,Food,Coffee,3,3.89,11.67,Digital Wallet,Mobile App,2023-09-22,2023,9,Friday,3,1,False,True,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43919.33
CUST_0010,Hobbies,Books,1,15.06,15.06,Cash,In-store,2023-11-12,2023,11,Sunday,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,United States,43931,2021,-43915.94
CUST_0086,Transportation,Gas,1,72.83,72.83,Digital Wallet,In-store,2024-06-24,2024,6,Monday,3,0,False,False,False,False,False,False,False,False,False,False,False,True,False,United States,43931,2021,-43858.17
CUST_0126,Travel,Taxi/Uber,1,19.85,19.85,Digital Wallet,In-store,2023-06-08,2023,6,Thursday,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,United States,43931,2021,-43911.15
CUST_0061,Fitness,Workout Equipment,4,441.05,1764.2,Digital Wallet,Online,2023-03-26,2023,3,Sunday,3,2,True,False,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-42166.8
CUST_0015,Fitness,Yoga Class,3,23.49,70.46,Credit Card,Online,2023-06-07,2023,6,Wednesday,1,2,True,False,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43860.54
CUST_0015,Hobbies,Crochet Supplies,1,32.77,32.77,Digital Wallet,In-store,2024-12-31,2024,12,Tuesday,3,0,False,False,False,False,False,True,False,False,False,False,False,False,False,United States,43931,2021,-43898.23
CUST_0181,Gifts,Kids Games,3,58.95,176.84,Cash,Online,2024-09-10,2024,9,Tuesday,0,2,False,False,False,True,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43754.16
CUST_0195,Personal Hygiene,Skin Care Products,1,449.34,449.34,Cash,Online,2024-07-24,2024,7,Wednesday,0,2,False,False,False,False,False,False,False,False,True,False,False,False,False,United States,43931,2021,-43481.66
CUST_0124,Gifts,Kids Games,4,12.88,51.52,Debit Card,Online,2023-08-18,2023,8,Friday,2,2,False,False,False,True,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43879.48
CUST_0009,Transportation,Public Transit,1,5.76,5.76,Cash,Mobile App,2023-09-05,2023,9,Tuesday,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,United States,43931,2021,-43925.24
CUST_0183,Personal Hygiene,Toothpaste,2,2.18,4.37,Cash,Mobile App,2025-01-04,2025,1,Saturday,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,United States,43931,2021,-43926.63
CUST_0162,Housing and Utilities,Electricity Bill,1,158.81,158.81,Debit Card,In-store,2024-01-02,2024,1,Tuesday,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,United States,43931,2021,-43772.19
CUST_0191,Medical/Dental,Doctor Visit,1,578.95,578.95,Credit Card,Mobile App,2023-10-06,2023,10,Friday,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,United States,43931,2021,-43352.05
CUST_0056,Shopping,Clothes,3,22.75,68.26,Cash,Online,2024-08-07,2024,8,Wednesday,0,2,False,False,False,False,False,False,False,False,False,True,False,False,False,United States,43931,2021,-43862.74
CUST_0046,Food,Restaurant Meal,4,85.71,342.85,Debit Card,Online,2023-09-08,2023,9,Friday,2,2,False,True,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43588.15
CUST_0061,Hobbies,Crochet Supplies,3,6.0,18.01,Cash,Online,2023-07-05,2023,7,Wednesday,0,2,False,False,False,False,False,True,False,False,False,False,False,False,False,United States,43931,2021,-43912.99
CUST_0147,Personal Hygiene,Soap,4,6.52,26.09,Debit Card,Mobile App,2023-09-08,2023,9,Friday,2,1,False,False,False,False,False,False,False,False,True,False,False,False,False,United States,43931,2021,-43904.91
CUST_0013,Transportation,Public Transit,1,9.14,9.14,Cash,In-store,2023-02-18,2023,2,Saturday,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,United States,43931,2021,-43921.86
CUST_0093,Travel,Taxi/Uber,1,18.5,18.5,Cash,Mobile App,2023-08-13,2023,8,Sunday,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,United States,43931,2021,-43912.5
CUST_0107,Housing and Utilities,Gas Bill,1,177.95,177.95,Credit Card,In-store,2024-01-10,2024,1,Wednesday,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,United States,43931,2021,-43753.05
CUST_0042,Shopping,Electronics,5,122.35,611.74,Digital Wallet,Mobile App,2023-06-29,2023,6,Thursday,3,1,False,False,False,False,False,False,False,False,False,True,False,False,False,United States,43931,2021,-43319.26
CUST_0118,Personal Hygiene,Toothpaste,4,4.84,19.35,Cash,In-store,2023-04-19,2023,4,Wednesday,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,United States,43931,2021,-43911.65
CUST_0142,Subscriptions,Streaming Service,1,17.37,17.37,Cash,In-store,2024-01-04,2024,1,Thursday,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,United States,43931,2021,-43913.63
CUST_0088,Personal Hygiene,Shampoo,2,9.97,19.95,Credit Card,Online,2023-04-19,2023,4,Wednesday,1,2,False,False,False,False,False,False,False,False,True,False,False,False,False,United States,43931,2021,-43911.05
CUST_0042,Transportation,Car Repair,1,395.18,395.18,Digital Wallet,Online,2023-03-11,2023,3,Saturday,3,2,False,False,False,False,False,False,False,False,False,False,False,True,False,United States,43931,2021,-43535.82
CUST_0158,Housing and Utilities,Water Bill,1,75.87,75.87,Credit Card,In-store,2025-01-04,2025,1,Saturday,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,United States,43931,2021,-43855.13
CUST_0153,Groceries,Chicken,1,9.99,9.99,Digital Wallet,In-store,2023-03-13,2023,3,Monday,3,0,False,False,False,False,True,False,False,False,False,False,False,False,False,United States,43931,2021,-43921.01
CUST_0075,Housing and Utilities,Gas Bill,1,170.99,170.99,Digital Wallet,Mobile App,2024-09-04,2024,9,Wednesday,3,1,False,False,False,False,False,False,True,False,False,False,False,False,False,United States,43931,2021,-43760.01
CUST_0129,Fitness,Personal Trainer,5,126.11,630.56,Cash,In-store,2024-11-21,2024,11,Thursday,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43300.44
CUST_0162,Gifts,Kids Games,1,42.95,42.95,Debit Card,Mobile App,2023-07-04,2023,7,Tuesday,2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43888.05
CUST_0113,Gifts,Flowers,2,21.39,42.77,Debit Card,In-store,2023-09-14,2023,9,Thursday,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43888.23
CUST_0199,Fitness,Workout Equipment,5,198.63,993.16,Cash,Online,2024-09-15,2024,9,Sunday,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-42937.84
CUST_0056,Fitness,Personal Trainer,1,188.13,188.13,Credit Card,Online,2023-03-26,2023,3,Sunday,1,2,True,False,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43742.87
CUST_0082,Hobbies,Books,1,14.96,14.96,Digital Wallet,Mobile App,2023-09-19,2023,9,Tuesday,3,1,False,False,False,False,False,True,False,False,False,False,False,False,False,United States,43931,2021,-43916.04
CUST_0030,Fitness,Workout Equipment,4,335.89,1343.57,Credit Card,In-store,2023-11-06,2023,11,Monday,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-42587.43
CUST_0072,Food,Fast Food,2,17.46,34.92,Debit Card,Online,2023-04-13,2023,4,Thursday,2,2,False,True,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43896.08
CUST_0073,Shopping,Clothes,2,68.97,137.94,Digital Wallet,Mobile App,2024-10-16,2024,10,Wednesday,3,1,False,False,False,False,False,False,False,False,False,True,False,False,False,United States,43931,2021,-43793.06
CUST_0153,Food,Fast Food,1,14.33,14.33,Cash,Mobile App,2023-09-30,2023,9,Saturday,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43916.67
CUST_0146,Subscriptions,Streaming Service,1,15.2,15.2,Digital Wallet,Mobile App,2024-08-23,2024,8,Friday,3,1,False,False,False,False,False,False,False,False,False,False,True,False,False,United States,43931,2021,-43915.8
CUST_0027,Medical/Dental,Medicine,1,631.79,631.79,Credit Card,Mobile App,2024-10-15,2024,10,Tuesday,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,United States,43931,2021,-43299.21
CUST_0143,Housing and Utilities,Water Bill,1,52.81,52.81,Digital Wallet,Mobile App,2024-09-06,2024,9,Friday,3,1,False,False,False,False,False,False,True,False,False,False,False,False,False,United States,43931,2021,-43878.19
CUST_0200,Subscriptions,Gym Membership,1,38.49,38.49,Debit Card,In-store,2025-01-10,2025,1,Friday,2,0,False,False,False,False,False,False,False,False,False,False,True,False,False,United States,43931,2021,-43892.51
CUST_0025,Subscriptions,Magazine,1,11.91,11.91,Digital Wallet,Mobile App,2023-07-14,2023,7,Friday,3,1,False,False,False,False,False,False,False,False,False,False,True,False,False,United States,43931,2021,-43919.09
CUST_0171,Food,Coffee,4,7.21,28.84,Credit Card,Mobile App,2024-05-30,2024,5,Thursday,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43902.16
CUST_0044,Hobbies,Books,2,23.73,47.45,Credit Card,Mobile App,2023-02-07,2023,2,Tuesday,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,United States,43931,2021,-43883.55
CUST_0092,Gifts,Flowers,2,36.24,72.47,Debit Card,Online,2024-11-08,2024,11,Friday,2,2,False,False,False,True,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43858.53
CUST_0072,Subscriptions,Gym Membership,1,43.24,43.24,Digital Wallet,Mobile App,2024-11-06,2024,11,Wednesday,3,1,False,False,False,False,False,False,False,False,False,False,True,False,False,United States,43931,2021,-43887.76
CUST_0152,Housing and Utilities,Electricity Bill,1,147.98,147.98,Credit Card,In-store,2024-05-07,2024,5,Tuesday,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,United States,43931,2021,-43783.02
CUST_0149,Hobbies,Video Games,1,23.27,23.27,Debit Card,Online,2023-09-04,2023,9,Monday,2,2,False,False,False,False,False,True,False,False,False,False,False,False,False,United States,43931,2021,-43907.73
CUST_0156,Travel,Plane Ticket,1,981.75,981.75,Debit Card,Online,2024-02-09,2024,2,Friday,2,2,False,False,False,False,False,False,False,False,False,False,False,False,True,United States,43931,2021,-42949.25
CUST_0135,Friend Activities,Dinner with Friends,3,92.81,278.44,Credit Card,Online,2023-06-29,2023,6,Thursday,1,2,False,False,True,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43652.56
CUST_0087,Fitness,Yoga Class,5,23.6,117.98,Digital Wallet,Online,2023-11-10,2023,11,Friday,3,2,True,False,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43813.02
CUST_0068,Friend Activities,Dinner with Friends,3,98.42,295.25,Credit Card,In-store,2024-05-14,2024,5,Tuesday,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43635.75
CUST_0174,Housing and Utilities,Water Bill,1,54.65,54.65,Credit Card,In-store,2024-06-20,2024,6,Thursday,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,United States,43931,2021,-43876.35
CUST_0105,Food,Restaurant Meal,1,61.34,61.34,Debit Card,Mobile App,2024-06-30,2024,6,Sunday,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43869.66
CUST_0166,Travel,Plane Ticket,1,410.38,410.38,Digital Wallet,In-store,2023-07-29,2023,7,Saturday,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,United States,43931,2021,-43520.62
CUST_0192,Friend Activities,Movie Tickets,5,8.27,41.35,Digital Wallet,Online,2023-08-11,2023,8,Friday,3,2,False,False,True,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43889.65
CUST_0051,Gifts,Gift Cards,4,74.84,299.35,Digital Wallet,Mobile App,2024-03-20,2024,3,Wednesday,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43631.65
CUST_0092,Friend Activities,Dinner with Friends,2,83.78,167.56,Debit Card,Mobile App,2023-02-22,2023,2,Wednesday,2,1,False,False,True,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43763.44
CUST_0019,Transportation,Gas,1,75.23,75.23,Credit Card,In-store,2024-09-09,2024,9,Monday,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,United States,43931,2021,-43855.77
